Index,Artist,ArtistSlug,Title,Year,Width,Height,Megapixels,HighResUrl,LocalFileName,FileSizeBytes
1,Johannes Vermeer,johannes-vermeer,Diana and her Companions,1654,3000,2765,8.29,https://uploads1.wikiart.org/00129/images/johannes-vermeer/diana-and-her-companions.jpg,0001_Diana_and_her_Companions_3000x2765.jpg,0
2,Johannes Vermeer,johannes-vermeer,Christ in the House of Martha and Mary,1654,789,900,0.71,https://uploads7.wikiart.org/00380/images/johannes-vermeer/christ-in-the-house-of-martha-and-mary-1656-johannes-vermeer.jpg,0002_Christ_in_the_House_of_Martha_and_Mary_789x900.jpg,0
3,Johannes Vermeer,johannes-vermeer,Saint Praxedis,1655,376,470,0.18,https://uploads0.wikiart.org/00367/images/johannes-vermeer/screenshot-2021-11-13-172329.png,0003_Saint_Praxedis_376x470.png,0
4,Johannes Vermeer,johannes-vermeer,The Procuress,1656,3829,4278,16.38,https://uploads8.wikiart.org/00129/images/johannes-vermeer/the-procuress.jpg,0004_The_Procuress_3829x4278.jpg,0
5,Johannes Vermeer,johannes-vermeer,"The Procuress, detail (supposed self-portrait)",1656,503,808,0.41,https://uploads2.wikiart.org/images/johannes-vermeer/the-only-supposed-portrait-of-jan-vermeer.jpg,"0005_The_Procuress,_detail_(supposed_self-por_503x808.jpg",0
6,Johannes Vermeer,johannes-vermeer,Girl Reading a Letter at an Open Window,1657,3265,4270,13.94,https://uploads3.wikiart.org/00142/images/57726d86edc2cb3880b48f87/jan-vermeer-van-delft-003.jpg,0006_Girl_Reading_a_Letter_at_an_Open_Window_3265x4270.jpg,0
7,Johannes Vermeer,johannes-vermeer,A maid asleep,1657,777,900,0.7,https://uploads6.wikiart.org/00380/images/johannes-vermeer/4-a-maid-asleep-johannes-vermeer.jpg,0007_A_maid_asleep_777x900.jpg,0
8,Johannes Vermeer,johannes-vermeer,Officer and Laughing Girl,1657,4785,5213,24.94,https://uploads4.wikiart.org/00142/images/johannes-vermeer/officer-and-laughing-girl.jpg,0008_Officer_and_Laughing_Girl_4785x5213.jpg,0
9,Johannes Vermeer,johannes-vermeer,A Lady and Two Gentlemen,1659,1200,1421,1.71,https://uploads3.wikiart.org/images/johannes-vermeer/a-lady-and-two-gentlemen.jpg,0009_A_Lady_and_Two_Gentlemen_1200x1421.jpg,0
10,Johannes Vermeer,johannes-vermeer,The Little Street,1660,726,900,0.65,https://uploads8.wikiart.org/00380/images/johannes-vermeer/the-little-street-1658-jan-vermeer.jpg,0010_The_Little_Street_726x900.jpg,0
11,Johannes Vermeer,johannes-vermeer,The glass of wine,1660,5000,4317,21.59,https://uploads0.wikiart.org/00142/images/57726d86edc2cb3880b48f87/jan-vermeer-van-delft-the-glass-of-wine-google-art-project.jpg,0011_The_glass_of_wine_5000x4317.jpg,0
12,Johannes Vermeer,johannes-vermeer,The Milkmaid,1660,4000,4485,17.94,https://uploads0.wikiart.org/images/johannes-vermeer/the-milkmaid.jpg,0012_The_Milkmaid_4000x4485.jpg,0
13,Johannes Vermeer,johannes-vermeer,Girl interrupted at her music,1661,1920,1702,3.27,https://uploads6.wikiart.org/00129/images/johannes-vermeer/girl-interrupted-at-her-music.jpg,0013_Girl_interrupted_at_her_music_1920x1702.jpg,0
14,Johannes Vermeer,johannes-vermeer,View of Delft,1661,3000,2491,7.47,https://uploads8.wikiart.org/00129/images/johannes-vermeer/view-on-delft.jpg,0014_View_of_Delft_3000x2491.jpg,0
15,Johannes Vermeer,johannes-vermeer,Young Woman with a Pearl Necklace,1662,4500,5236,23.56,https://uploads3.wikiart.org/images/johannes-vermeer/young-woman-with-a-pearl-necklace.jpg,0015_Young_Woman_with_a_Pearl_Necklace_4500x5236.jpg,0
16,Johannes Vermeer,johannes-vermeer,Woman reading a letter (Woman in Blue Reading a Letter),1663,750,900,0.68,https://uploads5.wikiart.org/00380/images/johannes-vermeer/1-woman-in-blue-reading-a-letter-johannes-vermeer.jpg,0016_Woman_reading_a_letter_(Woman_in_Blue_Re_750x900.jpg,0
17,Johannes Vermeer,johannes-vermeer,The Concert,1664,453,500,0.23,https://uploads8.wikiart.org/00340/images/johannes-vermeer/the-concert.jpg,0017_The_Concert_453x500.jpg,0
18,Johannes Vermeer,johannes-vermeer,Woman with a lute,1664,1533,1748,2.68,https://uploads5.wikiart.org/images/johannes-vermeer/woman-with-a-lute.jpg,0018_Woman_with_a_lute_1533x1748.jpg,0
19,Johannes Vermeer,johannes-vermeer,A Lady at the Virginals with a Gentleman,1665,821,970,0.8,https://uploads5.wikiart.org/00287/images/johannes-vermeer/a-lady-at-the-virginals-with-a-gentleman.jpg,0019_A_Lady_at_the_Virginals_with_a_Gentleman_821x970.jpg,0
20,Johannes Vermeer,johannes-vermeer,The Girl with a Pearl Earring,1665,759,900,0.68,https://uploads0.wikiart.org/00380/images/johannes-vermeer/1-girl-with-a-pearl-earring-johannes-vermeer.jpg,0020_The_Girl_with_a_Pearl_Earring_759x900.jpg,0
21,Johannes Vermeer,johannes-vermeer,The music lesson,1665,782,900,0.7,https://uploads0.wikiart.org/00380/images/johannes-vermeer/5-the-music-lesson-johannes-vermeer.jpg,0021_The_music_lesson_782x900.jpg,0
