"Index","Artist","ArtistSlug","Title","Year","Width","Height","Megapixels","HighResUrl","LocalFileName","FileSizeBytes"
"66","Edvard Munch","edvard-munch","Paris Nude","1896","609","800","0.49","https://uploads8.wikiart.org/images/edvard-munch/paris-nude-1896.jpg","0066_Paris_Nude_609x800.jpg","101188"
"67","Edvard Munch","edvard-munch","Self-Portrait I","1896","572","800","0.46","https://uploads4.wikiart.org/images/edvard-munch/self-portrait-i-1896.jpg","0067_Self-Portrait_I_572x800.jpg","79208"
"68","Edvard Munch","edvard-munch","The Death Chamber","1896","1278","933","1.19","https://uploads6.wikiart.org/images/edvard-munch/the-death-chamber-1896.jpg","0068_The_Death_Chamber_1278x933.jpg","141031"
"69","Edvard Munch","edvard-munch","The Sick Child II","1896","1698","1198","2.03","https://uploads6.wikiart.org/images/edvard-munch/the-sick-child-ii-1896.jpg","0069_The_Sick_Child_II_1698x1198.jpg","476503"
"70","Edvard Munch","edvard-munch","The Voice / Summer night","1896","800","628","0.5","https://uploads2.wikiart.org/images/edvard-munch/the-voice-summer-night-1896.jpg","0070_The_Voice_Summer_night_800x628.jpg","131328"
"71","Edvard Munch","edvard-munch","Young woman on the shore","1896","1040","1386","1.44","https://uploads4.wikiart.org/images/edvard-munch/young-woman-on-the-shore-1896.jpg","0071_Young_woman_on_the_shore_1040x1386.jpg","320890"
"72","Edvard Munch","edvard-munch","Inheritance","1897","3202","3767","12.06","https://uploads5.wikiart.org/00236/images/edvard-munch/5ibbyoktu8l11.jpg","0072_Inheritance_3202x3767.jpg","1999139"
"73","Edvard Munch","edvard-munch","Kiss","1897","1408","1770","2.49","https://uploads2.wikiart.org/images/edvard-munch/kiss-1897.jpg","0073_Kiss_1408x1770.jpg","268909"
"74","Edvard Munch","edvard-munch","Mother and Daughter","1897","800","655","0.52","https://uploads8.wikiart.org/images/edvard-munch/mother-and-daughter-1897.jpg","0074_Mother_and_Daughter_800x655.jpg","112479"
"75","Edvard Munch","edvard-munch","The Flower of Pain","1897","908","1368","1.24","https://uploads7.wikiart.org/images/edvard-munch/the-flower-of-pain-1897.jpg","0075_The_Flower_of_Pain_908x1368.jpg","229673"
"76","Edvard Munch","edvard-munch","Man and Woman","1898","800","492","0.39","https://uploads2.wikiart.org/images/edvard-munch/man-and-woman-1898.jpg","0076_Man_and_Woman_800x492.jpg","86970"
"77","Edvard Munch","edvard-munch","The Lonely Ones","1899","690","500","0.34","https://uploads4.wikiart.org/00209/images/edvard-munch/bilde3.jpg","0077_The_Lonely_Ones_690x500.jpg","65599"
"78","Edvard Munch","edvard-munch","Man Bathing","1899","769","780","0.6","https://uploads0.wikiart.org/images/edvard-munch/man-bathing-1899.jpg","0078_Man_Bathing_769x780.jpg","156450"
"79","Edvard Munch","edvard-munch","Dance Of Life","1900","700","473","0.33","https://uploads2.wikiart.org/images/edvard-munch/dance-of-life-1900.jpg","0079_Dance_Of_Life_700x473.jpg","91641"
"80","Edvard Munch","edvard-munch","Girls on a Bridge","1900","640","650","0.42","https://uploads6.wikiart.org/images/edvard-munch/girls-on-a-bridge-1900.jpg","0080_Girls_on_a_Bridge_640x650.jpg","158068"
"81","Edvard Munch","edvard-munch","Golgotha","1900","800","529","0.42","https://uploads6.wikiart.org/images/edvard-munch/golgotha-1900.jpg","0081_Golgotha_800x529.jpg","106648"
"82","Edvard Munch","edvard-munch","Red and White","1900","800","622","0.5","https://uploads2.wikiart.org/images/edvard-munch/red-and-white-1900.jpg","0082_Red_and_White_800x622.jpg","101568"
"83","Edvard Munch","edvard-munch","Red Creeper","1900","855","565","0.48","https://uploads0.wikiart.org/images/edvard-munch/red-creeper-1900.jpg","0083_Red_Creeper_855x565.jpg","105899"
"84","Edvard Munch","edvard-munch","Red Virginia Creeper","1900","1724","1661","2.86","https://uploads0.wikiart.org/images/edvard-munch/red-virginia-creeper-1900.jpg","0084_Red_Virginia_Creeper_1724x1661.jpg","429800"
"85","Edvard Munch","edvard-munch","The Dead Mother","1900","680","800","0.54","https://uploads4.wikiart.org/images/edvard-munch/the-dead-mother-1900.jpg","0085_The_Dead_Mother_680x800.jpg","164499"
"86","Edvard Munch","edvard-munch","Train smoke","1900","3066","2341","7.18","https://uploads0.wikiart.org/00146/images/edvard-munch/edvard-munch-train-smoke-google-art-project.jpg","0086_Train_smoke_3066x2341.jpg","1529169"
"87","Edvard Munch","edvard-munch","The Girls on the Bridge","1901","1717","1908","3.28","https://uploads3.wikiart.org/images/edvard-munch/the-girls-on-the-bridge-1901.jpg","0087_The_Girls_on_the_Bridge_1717x1908.jpg","416933"
"88","Edvard Munch","edvard-munch","White Night","1901","1397","1467","2.05","https://uploads0.wikiart.org/images/edvard-munch/white-night-1901.jpg","0088_White_Night_1397x1467.jpg","382221"
"89","Edvard Munch","edvard-munch","Life and Death","1902","2077","2560","5.32","https://uploads5.wikiart.org/00508/images/edvard-munch/photo-2024-08-01-04-04-25.jpg","0089_Life_and_Death_2077x2560.jpg","1082419"
"90","Edvard Munch","edvard-munch","Albert Kollmann","1902","904","1154","1.04","https://uploads4.wikiart.org/images/edvard-munch/albert-kollmann-1902.jpg","0090_Albert_Kollmann_904x1154.jpg","214230"
"91","Edvard Munch","edvard-munch","Fertility II","1902","1721","1458","2.51","https://uploads1.wikiart.org/images/edvard-munch/fertility-ii-1902.jpg","0091_Fertility_II_1721x1458.jpg","367576"
"92","Edvard Munch","edvard-munch","Four Ages in Life","1902","612","800","0.49","https://uploads6.wikiart.org/images/edvard-munch/four-ages-in-life-1902.jpg","0092_Four_Ages_in_Life_612x800.jpg","109785"
"93","Edvard Munch","edvard-munch","Kiss IV","1902","407","406","0.17","https://uploads5.wikiart.org/images/edvard-munch/kiss-iv-1902.jpg","0093_Kiss_IV_407x406.jpg","71102"
"94","Edvard Munch","edvard-munch","Rain","1902","1688","1252","2.11","https://uploads2.wikiart.org/images/edvard-munch/rain-1902.jpg","0094_Rain_1688x1252.jpg","515984"
"95","Edvard Munch","edvard-munch","Street in Asgardstrand","1902","700","604","0.42","https://uploads2.wikiart.org/images/edvard-munch/street-in-asgardstrand-1902.jpg","0095_Street_in_Asgardstrand_700x604.jpg","132339"
"96","Edvard Munch","edvard-munch","The Fisherman","1902","1110","1637","1.82","https://uploads2.wikiart.org/images/edvard-munch/the-fisherman-1902.jpg","0096_The_Fisherman_1110x1637.jpg","360842"
